CPU,Disk,Network
1.9980000000000002,0.0,86.4
1.794,0.0,50.4
1.774,0.0,68.4
1.8,0.0,42.0
1.8319999999999999,0.0,112.8
1.732,0.0,68.4
2.0340000000000003,0.0,42.0
1.732,0.0,112.8
1.8,0.0,42.0
1.766,0.0,68.4
1.7619999999999998,0.0,68.4
1.7719999999999998,0.0,86.4
1.96,0.0,68.4
1.804,0.0,42.0
1.89,0.0,94.8
1.67,2741250.0,68.4
1.76,8192.0,42.0
1.774,0.0,86.4
1.966,0.0,68.4
1.8,0.0,68.4
1.7,0.0,42.0
1.766,0.0,112.8
1.7919999999999998,0.0,68.4
1.9,0.0,42.0
1.9080000000000001,17408.0,112.8
1.79,0.0,42.0
1.734,0.0,68.4
1.798,0.0,68.4
1.732,0.0,86.4
1.704,0.0,68.4
1.966,0.0,42.0
1.824,0.0,112.8
1.666,0.0,42.0
1.7719999999999998,0.0,68.4
1.764,2722820.0,68.4
1.798,65536.0,86.4
1.864,0.0,68.4
1.764,0.0,42.0
1.766,0.0,112.8
1.732,0.0,68.4
1.766,0.0,42.0
1.892,0.0,104.4
1.9,0.0,42.0
1.736,0.0,68.4
1.796,4096.0,42.0
1.758,0.0,112.8
1.83,0.0,68.4
1.77,0.0,42.0
1.932,0.0,112.8
1.732,0.0,42.0
1.834,452608.0,68.4
1.6980000000000002,477184.0,68.4
1.798,0.0,86.4
1.724,0.0,68.4
1.9380000000000002,0.0,50.4
1.73,0.0,112.8
1.8,0.0,68.4
1.732,0.0,42.0
1.8,0.0,112.8
1.768,1024.0,42.0
2.03,4096.0,68.4
1.834,0.0,42.0
1.794,0.0,94.8
1.74,0.0,68.4
1.768,0.0,42.0
1.732,0.0,94.8
1.9580000000000002,0.0,42.0
1.7380000000000002,0.0,68.4
1.7,0.0,50.4
1.86,0.0,86.4
1.67,0.0,60.0
1.7919999999999998,0.0,42.0
2.002,0.0,112.8
1.83,0.0,42.0
1.798,0.0,68.4
1.736,0.0,68.4
1.696,0.0,168.6
1.8,0.0,60.0
1.932,0.0,42.0
1.8,0.0,112.8
1.766,0.0,68.4
1.8319999999999999,0.0,42.0
1.766,0.0,112.8
1.864,0.0,42.0
2.0,0.0,68.4
1.834,0.0,60.0
1.798,0.0,94.8
1.834,0.0,68.4
1.766,0.0,42.0
1.892,0.0,112.8
1.874,0.0,42.0
1.768,0.0,68.4
1.794,0.0,50.4
1.7719999999999998,0.0,86.4
1.8319999999999999,0.0,68.4
1.7919999999999998,0.0,42.0
2.11,0.0,112.8
1.8,0.0,68.4
1.798,0.0,42.0
1.766,0.0,112.8
1.766,0.0,42.0
1.7919999999999998,0.0,68.4
1.974,0.0,42.0
1.758,0.0,112.8
1.806,0.0,68.4
1.764,0.0,42.0
1.8659999999999999,0.0,112.8
1.8259999999999998,0.0,50.4
1.9380000000000002,0.0,68.4
1.766,0.0,68.4
1.8,0.0,86.4
1.8,0.0,68.4
1.9,0.0,42.0
1.8019999999999998,0.0,112.8
2.57,0.0,60.0
1.766,0.0,50.4
1.76,0.0,68.4
1.7,0.0,86.4
1.828,0.0,68.4
1.732,0.0,42.0
2.09,0.0,112.8
1.672,0.0,68.4
1.734,0.0,42.0
1.766,0.0,112.8
1.76,0.0,42.0
1.806,0.0,68.4
2.028,0.0,68.4
1.704,0.0,86.4
1.734,0.0,68.4
1.798,1882110.0,154832.0
1.86,3158020.0,197202.0
1.6980000000000002,0.0,42.0
1.942,0.0,68.4
1.8,0.0,68.4
1.766,0.0,86.4
1.8,0.0,68.4
1.732,0.0,42.0
1.798,30696400.0,112.8
1.9,547457000.0,68.4
1.798,43468800.0,42.0
1.734,3646460.0,112.8
1.768,23552.0,42.0
1.766,0.0,68.4
1.8259999999999998,0.0,42.0
1.906,0.0,112.8
1.8,0.0,68.4
1.8259999999999998,0.0,42.0
1.67,24963100.0,112.8
1.764,178921000.0,42.0
1.758,177208000.0,68.4
1.942,43228200.0,50.4
1.76,48128.0,86.4
1.834,0.0,76.8
1.734,0.0,42.0
1.84,0.0,112.8
1.7619999999999998,0.0,68.4
2.006,0.0,42.0
1.766,0.0,68.4
1.8319999999999999,0.0,86.4
1.7280000000000002,0.0,68.4
1.804,0.0,42.0
1.794,0.0,94.8
1.972,0.0,60.0
1.7,0.0,42.0
1.8319999999999999,0.0,94.8
1.766,0.0,42.0
1.798,0.0,68.4
1.766,0.0,50.4
2.022,0.0,86.4
1.704,0.0,68.4
1.766,0.0,42.0
1.732,0.0,94.8
1.8,0.0,42.0
1.76,0.0,76.8
2.002,0.0,68.4
1.6380000000000001,0.0,86.4
1.766,0.0,68.4
1.76,0.0,42.0
1.7,0.0,112.8
1.8,0.0,68.4
1.9080000000000001,0.0,42.0
1.7619999999999998,0.0,104.4
1.7380000000000002,0.0,42.0
1.8,0.0,68.4
1.7,0.0,42.0
1.79,0.0,112.8
1.8980000000000001,0.0,68.4
1.702,0.0,42.0
1.694,0.0,112.8
1.7719999999999998,0.0,42.0
1.8,0.0,68.4
1.7619999999999998,0.0,68.4
1.9080000000000001,0.0,94.8
1.76,0.0,68.4
1.732,0.0,42.0
1.7,0.0,112.8
1.766,0.0,68.4
1.9380000000000002,0.0,42.0
1.9,0.0,86.4
1.734,0.0,68.4
1.7,0.0,68.4
1.766,0.0,42.0
1.7280000000000002,0.0,112.8
1.77,0.0,68.4
1.8980000000000001,0.0,42.0
1.768,0.0,112.8
1.732,0.0,42.0
1.8,0.0,68.4
1.76,0.0,68.4
1.704,0.0,86.4
1.964,0.0,68.4
1.732,0.0,42.0
1.828,0.0,112.8
1.6980000000000002,0.0,124.2
1.806,0.0,68.4
1.732,0.0,68.4
1.966,0.0,86.4
1.798,0.0,68.4
1.834,0.0,42.0
1.824,0.0,112.8
1.736,0.0,68.4
1.76,0.0,42.0
1.96,0.0,121.2
1.766,0.0,42.0
1.8,0.0,68.4
1.724,0.0,42.0
1.84,0.0,104.4
1.798,0.0,68.4
2.06,0.0,42.0
1.806,0.0,112.8
1.8259999999999998,0.0,42.0
1.672,0.0,68.4
1.766,0.0,68.4
1.8,0.0,86.4
1.956,0.0,68.4
1.7380000000000002,0.0,42.0
1.766,0.0,112.8
1.766,0.0,68.4
1.766,0.0,42.0
1.83,0.0,94.8
1.966,0.0,14703.0
1.864,0.0,5234830.0
1.766,0.0,9615.2
1.8319999999999999,0.0,653920.0
1.8,0.0,68.4
1.8659999999999999,0.0,42.0
1.964,0.0,112.8
1.798,0.0,42.0
1.732,0.0,68.4
1.8259999999999998,0.0,68.4
1.83,0.0,86.4
1.8259999999999998,0.0,861.0
1.942,0.0,42.0
1.794,0.0,94.8
1.766,0.0,42.0
1.7719999999999998,0.0,68.4
1.7280000000000002,0.0,68.4
1.74,0.0,13782.8
1.926,0.0,5232680.0
1.706,0.0,7722.4
1.766,0.0,594698.0
1.724,1517570.0,60.0
1.7380000000000002,0.0,42.0
1.732,0.0,112.8
2.09,0.0,42.0
1.6980000000000002,0.0,68.4
1.74,0.0,68.4
1.73,0.0,94.8
1.6980000000000002,0.0,68.4
1.758,0.0,42.0
1.94,0.0,15975.6
1.7,0.0,5189010.0
1.756,0.0,48644.0
1.7,33995800.0,9292.8
1.768,543734000.0,610605.0
1.808,43202600.0,68.4
2.062,3501060.0,42.0
1.636,10240.0,112.8
1.7919999999999998,0.0,68.4
1.672,0.0,13622.6
1.7919999999999998,0.0,5229050.0
1.67,0.0,9694.8
1.994,0.0,683918.0
1.766,0.0,367236.0
1.774,25086000.0,112.8
1.726,63479800.0,368962.0
1.8,394325000.0,42.0
1.7619999999999998,45529100.0,121.2
1.974,3367940.0,42.0
1.8319999999999999,0.0,844.2
1.766,0.0,68.4
1.766,0.0,86.4
1.76,0.0,68.4
1.7719999999999998,0.0,42.0
1.9340000000000002,0.0,13876.4
1.798,0.0,5245440.0
1.76,0.0,82.8
1.806,0.0,149759.0
1.766,0.0,472640.0
1.798,0.0,68.4
1.964,0.0,42.0
1.8,0.0,112.8
1.834,0.0,60.0
1.794,0.0,42.0
1.704,0.0,112.8
1.734,0.0,42.0
1.9580000000000002,0.0,68.4
1.734,0.0,68.4
1.7280000000000002,0.0,94.8
1.7719999999999998,0.0,68.4
1.732,0.0,42.0
1.858,0.0,112.8
1.9,0.0,42.0
1.7380000000000002,0.0,68.4
1.798,0.0,14452.8
1.8,1563650.0,5245340.0
1.732,0.0,8059.6
1.766,0.0,628156.0
1.9680000000000002,0.0,112.8
1.7919999999999998,0.0,68.4
1.7719999999999998,0.0,42.0
1.766,0.0,112.8
1.8980000000000001,0.0,13621.4
1.7280000000000002,25063400.0,5215740.0
2.01,282427000.0,28481.6
1.768,97169400.0,150981.0
1.8659999999999999,6516740.0,481955.0
1.7919999999999998,35840.0,42.0
1.7719999999999998,0.0,86.4
1.734,0.0,42.0
2.026,0.0,76.8
1.704,0.0,68.4
1.798,0.0,15181.0
1.734,0.0,5247020.0
1.86,0.0,9443.6
1.84,0.0,610772.0
1.9680000000000002,0.0,68.4
1.6980000000000002,0.0,42.0
1.8319999999999999,0.0,94.8
1.764,0.0,60.0
1.824,0.0,68.4
1.704,0.0,42.0
2.024,0.0,103.2
1.7619999999999998,0.0,68.4
1.7719999999999998,0.0,42.0
1.7619999999999998,0.0,112.8
1.806,0.0,42.0
1.8,0.0,68.4
1.964,0.0,68.4
1.892,0.0,86.4
1.806,0.0,68.4
1.8,0.0,42.0
1.766,0.0,112.8
1.864,0.0,42.0
1.9980000000000002,0.0,68.4
1.8,0.0,68.4
1.834,0.0,177.0
1.794,0.0,68.4
1.764,0.0,42.0
1.8659999999999999,0.0,112.8
1.992,0.0,68.4
1.732,0.0,42.0
1.672,0.0,121.2
1.796,0.0,50.4
1.7,0.0,68.4
1.798,0.0,68.4
1.964,0.0,86.4
1.766,0.0,68.4
1.732,0.0,42.0
1.794,0.0,112.8
1.766,0.0,42.0
1.7719999999999998,0.0,68.4
1.964,0.0,68.4
1.7919999999999998,19949200.0,86.4
1.706,48951300.0,68.4
1.8259999999999998,431199000.0,42.0
1.706,36434700.0,94.8
1.732,1558940.0,68.4
2.066,0.0,42.0
1.8,0.0,94.8
1.824,0.0,60.0
1.77,0.0,68.4
1.8319999999999999,0.0,42.0
1.858,0.0,112.8
2.0,0.0,68.4
1.7719999999999998,0.0,42.0
1.8,0.0,112.8
1.7919999999999998,0.0,42.0
1.768,0.0,60.0
1.766,0.0,68.4
1.992,0.0,86.4
1.766,0.0,68.4
1.7719999999999998,0.0,42.0
1.766,0.0,121.2
1.8319999999999999,0.0,42.0
1.766,0.0,68.4
2.032,0.0,68.4
1.798,0.0,86.4
1.8,34572700.0,68.4
1.834,323807000.0,42.0
1.868,143349000.0,103.2
1.758,35015100.0,68.4
1.976,9830.4,42.0
2.432,0.0,112.8
1.8,0.0,42.0
1.8319999999999999,1259110.0,68.4
1.83,49739400.0,68.4
1.8659999999999999,12263400.0,94.8
2.094,0.0,68.4
1.828,0.0,42.0
1.7719999999999998,0.0,112.8
1.766,0.0,42.0
1.8,43611800.0,68.4
1.796,19225800.0,76.8
1.9340000000000002,36003000.0,94.8
1.8940000000000001,385991000.0,68.4
1.766,107839000.0,42.0
1.83,6696960.0,112.8
1.7380000000000002,0.0,68.4
1.9,0.0,42.0
2.028,0.0,86.4
1.806,0.0,60.0
1.766,0.0,68.4
1.794,1376260.0,42.0
1.806,19660.8,112.8
1.734,0.0,68.4
1.896,0.0,42.0
1.8,0.0,112.8
1.73,0.0,42.0
1.73,0.0,68.4
1.8,0.0,68.4
1.766,0.0,94.8
1.996,0.0,68.4
1.794,0.0,42.0
1.798,0.0,112.8
1.796,0.0,42.0
1.7380000000000002,0.0,60.0
1.764,0.0,68.4
2.056,0.0,68.4
1.7,0.0,60.0
1.838,0.0,42.0
1.794,0.0,112.8
1.8,0.0,68.4
1.7719999999999998,0.0,42.0
2.03,0.0,112.8
1.766,0.0,42.0
1.834,0.0,68.4
1.766,0.0,68.4
1.86,0.0,86.4
1.7719999999999998,0.0,68.4
1.992,20512800.0,42.0
1.806,51529300.0,112.8
1.8,430348000.0,42.0
1.828,36686200.0,68.4
1.806,1443430.0,68.4
1.766,0.0,86.4
1.992,3276.8,68.4
1.8259999999999998,667648.0,42.0
1.74,46249600.0,112.8
1.834,452547000.0,68.4
1.734,34741500.0,50.4
1.834,3342340.0,112.8
2.0,0.0,42.0
1.79,20099100.0,68.4
1.766,332104000.0,42.0
1.7719999999999998,146865000.0,104.4
1.732,38238600.0,68.4
1.76,28672.0,42.0
1.9340000000000002,0.0,94.8
1.8,0.0,42.0
1.732,0.0,68.4
1.864,0.0,68.4
1.704,0.0,168.6
1.8,0.0,68.4
1.994,0.0,42.0
1.736,0.0,112.8
1.73,0.0,42.0
1.824,0.0,68.4
1.7380000000000002,0.0,86.4
1.732,0.0,68.4
1.994,0.0,68.4
1.8319999999999999,0.0,42.0
1.6980000000000002,0.0,112.8
1.86,0.0,68.4
1.63,1543370.0,42.0
1.74,0.0,121.2
1.966,0.0,42.0
1.726,0.0,68.4
1.806,0.0,68.4
1.7280000000000002,20086000.0,86.4
1.8,236052000.0,68.4
1.74,243388000.0,42.0
1.99,38255000.0,112.8
1.7719999999999998,26214.4,42.0
1.8,0.0,68.4
1.766,0.0,68.4
1.8,0.0,94.8
1.766,0.0,68.4
2.0340000000000003,0.0,42.0
1.8,0.0,112.8
1.828,0.0,68.4
1.7719999999999998,0.0,42.0
1.8619999999999999,0.0,121.2
1.794,0.0,42.0
1.976,0.0,68.4
1.798,0.0,42.0
1.834,0.0,112.8
1.7919999999999998,0.0,68.4
1.74,0.0,42.0
1.7619999999999998,0.0,121.2
2.0,0.0,42.0
1.7719999999999998,0.0,68.4
1.8,0.0,68.4
1.798,0.0,94.8
1.766,0.0,68.4
1.764,0.0,42.0
2.024,0.0,112.8
1.77,0.0,68.4
1.76,0.0,42.0
1.766,0.0,94.8
1.7380000000000002,0.0,60.0
1.9240000000000002,0.0,68.4
1.8359999999999999,0.0,42.0
1.892,0.0,121.2
1.666,0.0,68.4
1.83,0.0,42.0
1.83,0.0,18571.4
1.702,0.0,5250290.0
2.06,0.0,9171.2
1.672,0.0,607843.0
1.86,0.0,86.4
1.672,0.0,68.4
1.766,0.0,42.0
1.8,0.0,112.8
1.932,0.0,42.0
1.794,0.0,60.0
1.7719999999999998,0.0,76.8
1.764,0.0,86.4
1.89,0.0,68.4
1.7380000000000002,0.0,42.0
1.992,0.0,112.8
1.766,0.0,68.4
1.864,0.0,42.0
1.732,3957560.0,112.8
1.8,3855160.0,42.0
1.766,2457.6,68.4
1.994,0.0,60.0
1.7,0.0,94.8
1.8,0.0,68.4
1.732,0.0,42.0
1.794,0.0,112.8
1.7,0.0,42.0
2.0980000000000003,0.0,68.4
1.706,19698500.0,68.4
1.834,43914900.0,86.4
1.766,435383000.0,68.4
1.76,36510100.0,370344.0
1.706,1776030.0,112.8
2.026,0.0,68.4
1.734,0.0,42.0
1.74,19983600.0,94.8
1.766,132781000.0,60.0
1.86,346201000.0,68.4
1.766,36318400.0,42.0
2.04,1540100.0,112.8
1.766,0.0,68.4
1.8,0.0,42.0
1.766,0.0,112.8
1.834,0.0,42.0
1.734,0.0,68.4
1.966,0.0,76.8
1.828,0.0,94.8
1.734,0.0,68.4
1.834,0.0,13839.6
1.734,0.0,5229590.0
1.766,0.0,16840.0
1.94,0.0,153456.0
1.798,42213400.0,468662.0
1.726,405453000.0,86.4
1.84,84475100.0,60.0
1.766,6103860.0,42.0
1.834,0.0,112.8
1.9340000000000002,0.0,68.4
1.892,0.0,42.0
1.672,0.0,112.8
1.7619999999999998,0.0,42.0
1.7719999999999998,0.0,13836.8
1.8,42166700.0,5236200.0
1.966,375552000.0,153.6
1.8319999999999999,113622000.0,154007.0
1.8319999999999999,6631420.0,531407.0
1.86,8192.0,112.8
1.7380000000000002,0.0,42.0
1.834,0.0,68.4
1.962,0.0,60.0
1.8659999999999999,0.0,13847.6
1.734,0.0,27622.6
1.8659999999999999,0.0,5219200.0
1.7719999999999998,0.0,10121.6
1.8,0.0,617380.0
2.0340000000000003,0.0,42.0
1.8259999999999998,18841.6,112.8
1.7719999999999998,0.0,42.0
1.73,0.0,68.4
1.834,0.0,42.0
1.766,0.0,112.8
2.0,0.0,68.4
1.766,0.0,42.0
1.8,0.0,112.8
1.7619999999999998,0.0,42.0
1.922,0.0,68.4
1.766,0.0,68.4
2.002,0.0,94.8
1.806,0.0,68.4
1.8,0.0,42.0
1.732,0.0,112.8
1.834,0.0,60.0
1.7919999999999998,0.0,50.4
1.9380000000000002,0.0,68.4
1.764,0.0,86.4
1.96,0.0,68.4
1.734,0.0,42.0
1.706,0.0,103.2
1.7280000000000002,0.0,60.0
1.976,0.0,42.0
1.758,0.0,112.8
1.706,0.0,42.0
1.83,0.0,68.4
1.766,0.0,68.4
1.8940000000000001,0.0,94.8
1.942,0.0,68.4
1.7619999999999998,0.0,42.0
1.734,0.0,112.8
1.766,0.0,50.4
1.8,0.0,68.4
1.834,0.0,60.0
1.992,0.0,86.4
1.74,0.0,68.4
1.766,0.0,42.0
1.8659999999999999,0.0,104.4
1.764,0.0,68.4
1.766,0.0,42.0
1.966,0.0,112.8
1.8,0.0,42.0
1.8,0.0,68.4
1.828,0.0,42.0
1.766,0.0,104.4
1.896,0.0,68.4
1.96,0.0,42.0
1.8,0.0,112.8
1.734,0.0,42.0
1.8,0.0,68.4
1.766,0.0,68.4
1.798,0.0,86.4
2.0,0.0,68.4
1.8259999999999998,0.0,50.4
1.77,0.0,112.8
1.8,0.0,68.4
1.8659999999999999,0.0,42.0
1.766,0.0,76.8
2.1919999999999997,0.0,60.0
1.706,0.0,68.4
1.834,0.0,42.0
1.766,0.0,112.8
1.834,0.0,68.4
1.768,0.0,42.0
1.9980000000000002,0.0,112.8
1.926,0.0,42.0
1.67,0.0,68.4
1.8,0.0,68.4
1.834,0.0,86.4
1.8,0.0,68.4
2.064,0.0,42.0
1.9,0.0,112.8
1.99,0.0,42.0
1.83,0.0,68.4
1.874,0.0,68.4
1.734,0.0,86.4
1.996,0.0,68.4
1.766,0.0,42.0
1.8,20191600.0,112.8
1.7919999999999998,383121000.0,68.4
1.736,98751300.0,42.0
1.828,36441300.0,112.8
2.042,27852.8,42.0
1.8940000000000001,0.0,68.4
2.238,42165000.0,42.0
1.892,382501000.0,112.8
1.6980000000000002,106686000.0,68.4
1.7380000000000002,6131710.0,42.0
1.926,0.0,104.4
1.834,0.0,42.0
1.7,0.0,68.4
1.8,0.0,68.4
1.7380000000000002,0.0,86.4
1.766,0.0,68.4
2.0180000000000002,0.0,42.0
1.672,0.0,112.8
1.766,0.0,68.4
1.76,0.0,42.0
1.74,18841.6,86.4
1.8,0.0,76.8
1.9340000000000002,0.0,68.4
1.798,0.0,42.0
1.76,0.0,112.8
1.7380000000000002,0.0,68.4
1.766,0.0,42.0
1.796,0.0,112.8
1.9240000000000002,36198000.0,42.0
1.7380000000000002,325132000.0,68.4
1.794,141010000.0,68.4
1.706,35088000.0,168.6
1.8,25395.2,60.0
1.7919999999999998,0.0,42.0
1.932,0.0,112.8
1.7719999999999998,0.0,42.0
1.8,0.0,60.0
1.76,0.0,68.4
1.84,0.0,86.4
1.8,0.0,68.4
2.026,0.0,42.0
1.7719999999999998,0.0,112.8
1.798,0.0,68.4
1.7919999999999998,19975400.0,42.0
1.7719999999999998,51028800.0,112.8
1.8,428073000.0,42.0
2.0340000000000003,113367000.0,68.4
1.76,1924300.0,68.4
1.7719999999999998,0.0,86.4
1.766,0.0,68.4
1.8,0.0,42.0
1.86,0.0,112.8
1.9080000000000001,0.0,42.0
1.794,0.0,68.4
1.7380000000000002,0.0,76.8
1.766,0.0,86.4
1.8,0.0,68.4
1.76,0.0,42.0
1.942,20155600.0,112.8
1.8,194304000.0,68.4
1.726,285843000.0,42.0
1.8,38529400.0,112.8
1.806,20228500.0,42.0
1.8259999999999998,277112000.0,68.4
1.902,204003000.0,42.0
1.926,37994500.0,112.8
1.636,27852.8,68.4
1.828,17203.2,42.0
1.7380000000000002,0.0,112.8
1.8,0.0,42.0
1.966,0.0,68.4
1.8,0.0,68.4
1.766,0.0,86.4
1.796,0.0,76.8
1.86,0.0,42.0
1.7719999999999998,0.0,112.8
1.966,0.0,42.0
1.8,955187.0,68.4
1.7919999999999998,45953000.0,68.4
1.8319999999999999,452574000.0,86.4
1.706,35504100.0,60.0
1.892,2542800.0,42.0
1.9680000000000002,0.0,94.8
1.7380000000000002,0.0,68.4
1.758,0.0,42.0
1.8659999999999999,0.0,112.8
1.8319999999999999,0.0,42.0
1.8259999999999998,0.0,68.4
1.9,0.0,68.4
1.7719999999999998,0.0,86.4
1.8319999999999999,0.0,68.4
1.7919999999999998,0.0,42.0
1.8019999999999998,20034400.0,112.8
1.7380000000000002,148120000.0,42.0
2.026,330980000.0,68.4
1.766,36744400.0,68.4
1.806,1699840.0,86.4
1.828,0.0,68.4
1.7719999999999998,0.0,42.0
1.766,0.0,121.2
2.0,0.0,68.4
1.73,0.0,42.0
1.794,0.0,104.4
1.672,0.0,42.0
1.766,32768.0,68.4
1.726,0.0,42.0
1.9380000000000002,0.0,104.4
1.732,0.0,68.4
1.734,0.0,42.0
1.696,0.0,112.8
1.8,0.0,42.0
1.734,0.0,68.4
1.99,0.0,68.4
1.7719999999999998,0.0,86.4
1.794,0.0,68.4
1.806,0.0,42.0
1.8,0.0,112.8
1.766,0.0,60.0
1.966,0.0,50.4
1.8259999999999998,0.0,68.4
1.706,0.0,78.0
1.766,0.0,68.4
1.8,0.0,42.0
1.8,0.0,112.8
1.9340000000000002,0.0,68.4
1.86,0.0,42.0
1.764,0.0,112.8
1.704,0.0,42.0
1.8259999999999998,0.0,60.0
1.8,0.0,68.4
1.966,0.0,86.4
1.7619999999999998,0.0,68.4
1.806,0.0,42.0
1.8019999999999998,0.0,112.8
1.794,0.0,42.0
2.006,0.0,68.4
2.226,0.0,68.4
1.96,0.0,86.4
1.8980000000000001,0.0,68.4
1.966,0.0,42.0
1.8359999999999999,0.0,112.8
1.766,0.0,68.4
1.966,0.0,42.0
1.766,0.0,112.8
1.798,0.0,42.0
1.766,0.0,68.4
1.892,0.0,132.6
1.706,0.0,112.8
1.994,0.0,68.4
1.8,0.0,42.0
1.8,3276.8,112.8
1.7719999999999998,0.0,13821.4
1.9,0.0,5239200.0
1.76,0.0,8724.4
1.972,0.0,146965.0
1.734,0.0,486207.0
1.732,0.0,42.0
1.794,0.0,112.8
1.734,0.0,68.4
1.734,0.0,42.0
1.9680000000000002,0.0,13668.8
1.7,1628570.0,5054730.0
1.838,22118.4,188988.0
1.828,0.0,9340.8
1.7,39834400.0,618242.0
1.7,378149000.0,68.4
1.97,89764700.0,42.0
1.76,34828300.0,112.8
1.798,27033.6,42.0
1.734,0.0,60.0
1.6680000000000001,0.0,13850.4
1.766,0.0,5238830.0
1.926,0.0,100.8
1.8319999999999999,0.0,157228.0
1.666,0.0,475077.0
1.736,0.0,42.0
1.794,0.0,68.4
1.7380000000000002,0.0,50.4
1.966,0.0,86.4
1.828,0.0,68.4
1.666,0.0,42.0
1.806,0.0,94.8
1.798,0.0,15831.2
1.7919999999999998,0.0,5254720.0
1.906,0.0,9759.6
1.8,0.0,612376.0
1.766,0.0,68.4
1.86,0.0,42.0
1.764,0.0,112.8
1.7919999999999998,0.0,68.4
1.97,0.0,42.0
1.9,0.0,112.8
1.766,0.0,380402.0
1.8659999999999999,0.0,67921.8
1.7719999999999998,0.0,30026.0
1.834,0.0,6795.6
1.926,0.0,540829.0
1.8719999999999999,0.0,173580.0
1.824,0.0,59274.6
1.8659999999999999,0.0,22821.2
1.764,0.0,128455.0
1.704,0.0,179374.0
2.0,0.0,42.0
1.8259999999999998,0.0,382510.0
1.7380000000000002,0.0,13989.6
1.766,6553.6,5247730.0
1.828,3276.8,135.6
1.7719999999999998,0.0,160630.0
1.9580000000000002,0.0,482310.0
1.838,0.0,13986.6
1.896,0.0,5623280.0
1.8659999999999999,0.0,104.4
2.09,0.0,161715.0
1.834,0.0,470046.0
2.14,0.0,411420.0
1.96,0.0,444172.0
1.974,0.0,7550.0
1.8659999999999999,0.0,5367630.0
1.8,0.0,183575.0
1.8259999999999998,43782100.0,706728.0
1.94,455594000.0,60.0
1.734,34935600.0,42.0
1.8259999999999998,3829760.0,112.8
1.838,3276.8,68.4
1.8,0.0,42.0
1.8259999999999998,0.0,105.6
2.036,0.0,13791.2
1.704,0.0,5250220.0
1.766,0.0,7663.6
1.8319999999999999,0.0,156440.0
1.8259999999999998,0.0,441914.0
1.8659999999999999,0.0,42.0
2.07,0.0,112.8
1.7719999999999998,0.0,42.0
1.8619999999999999,0.0,68.4
1.7719999999999998,0.0,68.4
1.766,0.0,86.4
1.834,0.0,68.4
1.966,0.0,42.0
1.8,0.0,112.8
1.766,0.0,68.4
1.8,0.0,42.0
1.828,0.0,112.8
1.798,0.0,61.2
1.994,0.0,68.4
1.766,0.0,42.0
1.806,0.0,94.8
1.794,0.0,68.4
1.706,0.0,42.0
1.734,0.0,112.8
1.966,0.0,42.0
1.734,0.0,68.4
1.734,0.0,50.4
1.796,0.0,86.4
1.766,0.0,68.4
1.892,0.0,13729.6
1.9040000000000001,0.0,5270540.0
1.734,0.0,74.4
1.83,0.0,165020.0
1.7919999999999998,0.0,471107.0
1.732,0.0,86.4
1.7380000000000002,0.0,68.4
1.966,0.0,42.0
1.734,0.0,112.8
1.794,0.0,68.4
1.706,0.0,42.0
1.834,0.0,94.8
1.6980000000000002,0.0,42.0
1.994,0.0,68.4
1.766,0.0,76.8
1.86,0.0,86.4
1.8,0.0,68.4
1.7719999999999998,0.0,42.0
1.734,0.0,112.8
1.996,0.0,42.0
1.76,0.0,68.4
1.8319999999999999,0.0,68.4
1.706,0.0,86.4
1.8319999999999999,0.0,68.4
1.794,0.0,42.0
2.07,0.0,112.8
1.766,0.0,68.4
1.8,0.0,42.0
1.7719999999999998,0.0,112.8
1.766,0.0,42.0
1.834,0.0,150.6
1.9340000000000002,0.0,42.0
1.86,0.0,104.4
1.706,0.0,68.4
1.798,0.0,42.0
1.798,0.0,112.8
1.8,0.0,42.0
2.026,0.0,68.4
1.906,0.0,68.4
1.798,0.0,86.4
2.4,0.0,68.4
1.8259999999999998,0.0,50.4
1.8319999999999999,34406.4,112.8
1.874,0.0,60.0
1.834,1100190.0,50.4
1.766,12288.0,94.8
1.86,285901.0,60.0
1.704,0.0,60.0
1.766,0.0,42.0
1.93,0.0,112.8
1.89,0.0,60.0
1.704,0.0,42.0
1.8,20480.0,112.8
1.86,0.0,42.0
1.706,0.0,68.4
1.964,0.0,68.4
1.766,1399190.0,86.4
1.858,10649.6,68.4
1.6980000000000002,3276.8,42.0
1.768,46913100.0,112.8
1.7380000000000002,452529000.0,42.0
2.028,36019400.0,68.4
1.7,2764800.0,68.4
1.7380000000000002,0.0,86.4
1.7919999999999998,0.0,68.4
1.706,0.0,13820.0
1.8259999999999998,0.0,5208430.0
1.966,0.0,50360.0
1.764,0.0,9298.4
1.736,42218300.0,623246.0
1.734,456865000.0,42.0
1.766,33041600.0,68.4
1.766,5980160.0,60.0
1.966,9011.2,103.2
1.734,0.0,68.4
1.8,0.0,42.0
1.8259999999999998,1403290.0,112.8
1.7719999999999998,0.0,42.0
1.794,1143600.0,68.4
1.972,0.0,13914.2
1.766,0.0,5260490.0
1.824,0.0,109.2
1.7380000000000002,18841.6,165351.0
1.766,0.0,473010.0
1.8,19602600.0,68.4
1.966,33919800.0,42.0
1.8319999999999999,372804000.0,94.8
1.7919999999999998,75610500.0,60.0
1.806,46066900.0,68.4
1.766,2936830.0,42.0
1.8,27033.6,121.2
1.966,0.0,68.4
1.834,0.0,42.0
1.76,3276.8,112.8
1.806,0.0,42.0
